dia,S,E,I,R,C,populacao_humana,casos_sintomaticos_acumulados,expostos_acumulados
81,5537.05899955079,162.14618913078127,398.5679135134341,3902.226897804994,0.029198709156929063,10000.0,4300.794811318428,4462.94100044921
82,5524.972827034439,158.21628920928865,386.5469415134423,3930.2639422428297,0.028875897056484755,10000.0,4316.810883756272,4475.027172965561
83,5513.028486982791,154.52547504439931,374.98716702343916,3957.45887094937,0.02857790392975319,10000.0,4332.446037972809,4486.971513017209
84,5501.216543648556,151.05996805123146,363.8791930962183,3983.844295203994,0.0283028216033564,10000.0,4347.723488300212,4498.783456351444
85,5489.5282741423,147.80662290522815,353.2129717807364,4009.452131171735,0.028048888611257435,10000.0,4362.665102952471,4510.4717258577
86,5477.955616216026,144.75291694101276,342.977909620972,4034.313557221988,0.027814478915363993,10000.0,4377.29146684296,4522.044383783974
87,5466.491119597613,141.88693718258088,333.16296473965673,4058.458978480148,0.027598091493333223,9999.999999999998,4391.621943219805,4533.508880402387
88,5455.127900676065,139.19736542058843,323.7567358790573,4081.917998024286,0.02739834072690414,9999.999999999996,4405.674733903344,4544.872099323935
89,5443.859600342215,136.67346170844544,314.7475437832813,4104.719394166055,0.02721394752921018,9999.999999999996,4419.466937949336,4556.140399657785
90,5432.680344795318,134.30504660801154,306.123505313925,4126.891103282743,0.027043731154256373,9999.999999999996,4433.014608596668,4567.319655204682
91,5421.584709132667,132.0824824778734,297.87260069392687,4148.460207695531,0.026886601636113824,9999.999999999998,4446.332808389458,4578.415290867333
92,5410.567683546577,129.99665406239504,289.9827342738213,4169.452928117204,0.02674155280941657,9999.999999999998,4459.435662391024,4589.432316453423
93,5399.624641960787,128.03894860785974,282.4417892107525,4189.894620220598,0.02660765586646812,9999.999999999996,4472.33640943135,4600.375358039213
94,5388.751312946208,126.2012357029532,275.2376764441005,4209.809774906736,0.026484053409701207,9999.999999999996,4485.047451350836,4611.248687053792
95,5377.943752764021,124.4758470144186,268.3583783428325,4229.222021878724,0.026369953961406113,9999.999999999996,4497.580400221556,4622.056247235979
96,5367.198320392136,122.85555606480968,261.79198738913743,4248.154136153914,0.026264626895571203,9999.999999999998,4509.946123543052,4632.801679607864
97,5356.511654398993,121.33355817770993,255.52674025087663,4266.628047172418,0.02616739775938205,9999.999999999996,4522.154787423295,4643.488345601007
98,5345.880651536507,119.9034506964254,249.5510475822196,4284.664850184845,0.026077643954420776,9999.999999999996,4534.215897767064,4654.119348463493
99,5335.30244693155,118.55921356483239,243.85351987780697,4302.284819625808,0.025994790749910627,9999.999999999996,4546.1383395036155,4664.69755306845
100,5324.774395762739,117.29519034361874,238.42298969114512,4319.507424202495,0.025918307602476785,9999.999999999996,4557.9304138936395,4675.225604237261
101,5314.294056316373,116.10606972144373,233.24853051290341,4336.351343449278,0.025847704758857504,9999.999999999996,4569.599873962181,4685.705943683627
102,5303.859174322172,114.98686756841735,228.31947258954293,4352.834485519866,0.02578253011981116,9999.999999999998,4581.153958109408,4696.140825677828
103,5293.467668475937,113.93290956862157,223.62541594741518,4368.974006008024,0.02572236634513763,9999.999999999998,4592.5994219554395,4706.532331524063
104,5283.117617062423,112.93981445903698,219.15624087226945,4384.786327606267,0.025666828181276163,9999.999999999996,4603.9425684785365,4716.882382937577
105,5272.807245597571,112.00347789407502,214.90211607910993,4400.287160429241,0.025615559994367338,9999.999999999996,4615.189276508351,4727.192754402429
106,5262.534915414737,111.12005694782945,210.85350479264594,4415.491522844785,0.0255682334929822,9999.999999999998,4626.3450276374315,4737.465084585263
107,5252.299113124836,110.28595526005016,207.00116894426003,4430.41376267085,0.02552454562593628,9999.999999999996,4637.41493161511,4747.700886875164
108,5242.098440885158,109.4978088266018,203.33617167753883,4445.0675786106995,0.025484216641727425,9999.999999999998,4648.403750288238,4757.901559114842
109,5231.931607416245,108.75247243071301,199.8498783410225,4459.466041812017,0.02544698829717106,9999.999999999996,4659.315920153039,4768.068392583755
110,5221.797419710596,108.04700670756004,196.5339561339678,4473.621617447873,0.02541262220376216,9999.999999999996,4670.155573581841,4778.202580289404
111,5211.6947753809145,107.37866583158791,193.3803725586116,4487.546186228883,0.025380898301174952,9999.999999999996,4680.926558787494,4788.3052246190855
112,5201.622655599489,106.74488581337961,190.38139282068886,4501.251065766441,0.025351613448125525,9999.999999999998,4691.63245858713,4798.377344400511
113,5191.5801185837845,106.14327339077693,187.52957630880508,4514.747031716632,0.02532458012157407,9999.999999999998,4702.276608025437,4808.4198814162155
114,5181.566293586646,105.57159549727503,184.81777227270103,4528.044338643378,0.02529962521593721,10000.0,4712.8621109160795,4818.433706413354
115,5171.580375352545,105.02776928940649,182.2391148104654,4541.152740547583,0.025276588934621282,10000.0,4723.391855358048,4828.419624647455
116,5161.621619004244,104.5098527138494,179.7870172653501,4554.081511016557,0.02525532376677859,10000.0,4733.868528281907,4838.378380995756
117,5151.689335326804,104.01603559429668,177.4551661240081,4566.839462954891,0.02523569354273434,10000.0,4744.2946290789,4848.310664673196
118,5141.782886418436,103.54463121767192,175.2375144996936,4579.434967864199,0.025217572562035863,10000.0,4754.672482363892,4858.217113581564
119,5131.901681679931,103.09406839903475,173.12827527622125,4591.875974644814,0.02520084478854054,10000.0,4765.004249921035,4868.098318320069
120,5122.045174116555,102.66288400445796,171.1219139812592,4604.170027897728,0.02518540310738839,10000.0,4775.291941878987,4877.954825883445
