dia,S,E,I,R,C,populacao_humana,casos_sintomaticos_acumulados,expostos_acumulados
67,6625.877028017013,140.74732639329048,405.78662401789614,2827.589021571793,0.018030313625008957,9999.999999999993,3233.375645589689,3374.122971982987
68,6616.561543385009,136.21760750856043,391.1725184669404,2856.0483306394817,0.017876113022488663,9999.999999999993,3247.220849106422,3383.438456614991
69,6607.329396488843,132.03971080829382,377.14608877864987,2883.4848039242056,0.0177393493567592,9999.99999999999,3260.6308927028554,3392.6706035111574
70,6598.172406846293,128.18793300138202,363.6995093934896,2909.9401507588273,0.017618050866623283,9999.99999999999,3273.639660152317,3401.8275931537073
71,6589.0833153245585,124.63814087095021,350.8230906006867,2935.455453203796,0.017510468756778714,9999.99999999999,3286.2785438044825,3410.9166846754415
72,6580.055681338878,121.36771959657308,338.5055561090203,2960.07104295552,0.01741505198493233,9999.99999999999,3298.5765990645405,3419.9443186611225
73,6571.083791274473,118.35551532363331,326.734296199697,2983.8263972021887,0.017330424899976122,9999.999999999993,3310.5606934018856,3428.916208725527
74,6562.162576959777,115.58177364170444,315.4955976728007,3006.76005172571,0.017255367408828597,9999.999999999993,3322.2556493985107,3437.8374230402233
75,6553.287543129668,113.02807537036426,304.77485186254427,3028.909529637416,0.017188797386001084,9999.999999999993,3333.6843814999606,3446.712456870332
76,6544.454702920335,110.67727081989374,294.55674203207354,3050.3112842276896,0.01712975507228259,9999.999999999993,3344.868026259763,3455.545297079665
77,6535.66052053241,108.5134134928852,284.825411470828,3071.000654503868,0.01707738923761454,9999.99999999999,3355.826065974696,3464.3394794675896
